,individual,language_indiv,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_indiv_code,language_stimuli,language_stimuli_code
26465,148,english,GL_TRIP96_1,i,e,p,p,GLO78,GLO2,GLO25,S03M,S04F,True,3,1,128,1,0,GL,4
26466,148,english,BR_TRIP25897_0,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,False,2,1,129,0,0,BR,2
26467,148,english,EN_TRIP11286_1,æ,ʌ,t,s,EN2297,EN2003,EN1665,EN-participant7,EN-participant1,True,3,1,130,1,0,EN,1
26468,148,english,GL_TRIP1530_0,o,ɔ,f,f,GLO109,GLO118,GLO7,S04F,S03M,False,2,1,131,0,0,GL,4
26469,148,english,EN_TRIP6825_0,ɑ,æ,z,b,EN1924,EN2014,EN1204,EN-participant7,EN-participant3,False,2,1,132,0,0,EN,1
26470,148,english,TU_TRIP3216_1,œ,y,d,ʃ,TU147,TU184,TU37,TU-participant3,TU-participant2,True,-3,-1,133,1,0,TU,5
26471,148,english,TU_TRIP3903_1,ɯ,i,f,z,TU159,TU177,TU240,TU-participant3,TU-participant1,True,2,1,134,1,0,TU,5
26472,148,english,FR_TRIP71480_0,i,e,f,f,FR2522,FR2782,FR684,FR-participant1,FR-participant2,False,-3,-1,135,0,0,FR,0
26473,148,english,ES_TRIP7793_0,ɤ:,a:,l,s,ES31,ES35,ES268,ES-participant2,ES-participant1,False,2,1,136,0,0,ES,6
26474,148,english,BR_TRIP19799_1,ɛ,e,f,s,BR442,BR493,BR812,BR-participant3,BR-participant1,True,3,1,137,1,0,BR,2
26475,148,english,EN_TRIP39874_1,ɪ,ʊ,z,b,EN1569,EN1727,EN295,EN-participant1,EN-participant6,True,2,1,138,1,0,EN,1
26476,148,english,BR_TRIP16988_0,ũ,õ,m,d,BR520,BR595,BR430,BR-participant3,BR-participant4,False,-2,-1,139,0,0,BR,2
26477,148,english,BR_TRIP43112_0,õ,ĩ,l,g,BR418,BR262,BR511,BR-participant4,BR-participant3,False,-1,-1,140,0,0,BR,2
26478,148,english,FR_TRIP66154_1,ɛ̃,ɑ̃,z,f,FR1483,FR1523,FR3098,FR-participant4,FR-participant7,True,-1,-1,141,1,0,FR,0
26479,148,english,TU_TRIP9981_1,ɯ,œ,d,ʃ,TU244,TU215,TU132,TU-participant1,TU-participant3,True,2,1,142,1,0,TU,5
26480,148,english,BR_TRIP60037_0,ũ,ĩ,s,t,BR662,BR692,BR573,BR-participant1,BR-participant3,False,3,1,143,0,0,BR,2
26481,148,english,GR_TRIP8693_1,iː,ʏ,f,t,GR160,GR213,GR720,GR-participant2,GR-participant5,True,3,1,144,1,0,GR,3
26482,148,english,BR_TRIP17505_1,ɔ,o,k,s,BR460,BR529,BR236,BR-participant3,BR-participant4,True,2,1,145,1,0,BR,2
26483,148,english,ES_TRIP20792_0,ɤ:,ø:,m,v,ES79,ES78,ES55,ES-participant4,ES-participant2,False,2,1,146,0,0,ES,6
26484,148,english,BR_TRIP37111_1,o,u,b,k,BR237,BR227,BR181,BR-participant4,BR-participant2,True,-2,-1,147,1,0,BR,2
26485,148,english,GR_TRIP15088_0,ɪ,iː,ɡ,s,GR448,GR437,GR750,GR-participant3,GR-participant5,False,1,1,148,0,0,GR,3
26486,148,english,ES_TRIP13976_0,a:,æ:,l,s,ES296,ES307,ES104,ES-participant5,ES-participant4,False,3,1,149,0,0,ES,6
26487,148,english,GR_TRIP70641_0,ʏ,aː,f,t,GR694,GR704,GR155,GR-participant5,GR-participant2,False,3,1,150,0,0,GR,3
26488,148,english,FR_TRIP68785_1,ɔ̃,ɑ̃,z,b,FR2382,FR2347,FR1897,FR-participant1,FR-participant3,True,1,1,151,1,0,FR,0
26489,148,english,BR_TRIP41503_1,ẽ,ĩ,z,b,BR256,BR260,BR56,BR-participant4,BR-participant2,True,2,1,152,1,0,BR,2
26490,148,english,GL_TRIP2165_0,a,aː,f,f,GLO43,GLO154,GLO81,S01F,S05M,False,2,1,153,0,0,GL,4
26491,148,english,FR_TRIP12444_1,ø,ɔ,f,f,FR1847,FR2004,FR2642,FR-participant3,FR-participant1,True,-2,-1,154,1,0,FR,0
26492,148,english,GR_TRIP52831_0,yː,uː,ts,k,GR9,GR77,GR184,GR-participant6,GR-participant2,False,2,1,155,0,0,GR,3
26493,148,english,BR_TRIP2156_0,ũ,ẽ,m,d,BR93,BR147,BR430,BR-participant2,BR-participant4,False,-2,-1,156,0,0,BR,2
26494,148,english,TU_TRIP8405_1,y,ɯ,p,t,TU50,TU56,TU183,TU-participant2,TU-participant3,True,-3,-1,157,1,0,TU,5
26495,148,english,EN_TRIP1471_1,u,ʊ,f,s,EN237,EN73,EN1474,EN-participant6,EN-participant3,True,3,1,158,1,0,EN,1
26496,148,english,BR_TRIP4128_0,ĩ,ũ,z,b,BR15,BR97,BR687,BR-participant2,BR-participant1,False,3,1,159,0,0,BR,2
26497,148,english,FR_TRIP35302_0,y,i,z,b,FR4329,FR4402,FR1270,FR-participant8,FR-participant4,False,2,1,160,0,0,FR,0
26498,148,english,GR_TRIP71750_0,yː,ʏ,f,t,GR764,GR694,GR221,GR-participant5,GR-participant2,False,2,1,161,0,0,GR,3
26499,148,english,FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,2,1,162,0,0,FR,0
26500,148,english,ES_TRIP7437_1,ɤ:,ø:,l,s,ES19,ES30,ES160,ES-participant2,ES-participant3,True,2,1,163,1,0,ES,6
26501,148,english,BR_TRIP14749_1,ĩ,ẽ,z,b,BR504,BR550,BR304,BR-participant3,BR-participant4,True,3,1,164,1,0,BR,2
26502,148,english,GL_TRIP669_1,e,ɛ,p,p,GLO3,GLO52,GLO86,S05M,S02M,True,-1,-1,165,1,0,GL,4
26503,148,english,ES_TRIP10332_1,i:,y:,s,t,ES299,ES312,ES86,ES-participant5,ES-participant4,True,-1,-1,166,1,0,ES,6
26504,148,english,BR_TRIP22489_0,ũ,ɐ̃,k,b,BR956,BR949,BR335,BR-participant5,BR-participant4,False,2,1,167,0,0,BR,2
26505,148,english,EN_TRIP19099_0,ɑ,æ,f,s,EN2909,EN2830,EN1806,EN-participant8,EN-participant1,False,-2,-1,168,0,0,EN,1
26506,148,english,BR_TRIP63498_0,o,ɔ,k,s,BR829,BR826,BR203,BR-participant1,BR-participant2,False,2,1,169,0,0,BR,2
26507,148,english,FR_TRIP27687_1,ɔ̃,ɑ̃,z,f,FR3328,FR2996,FR83,FR-participant7,FR-participant6,True,2,1,170,1,0,FR,0
26508,148,english,EN_TRIP40484_0,ʌ,æ,z,f,EN1602,EN1695,EN367,EN-participant1,EN-participant6,False,3,1,171,0,0,EN,1
26509,148,english,TU_TRIP10892_1,ɯ,y,f,z,TU262,TU222,TU128,TU-participant1,TU-participant4,True,-2,-1,172,1,0,TU,5
26510,148,english,GR_TRIP20817_0,ʏ,aː,f,s,GR397,GR388,GR29,GR-participant3,GR-participant6,False,3,1,173,0,0,GR,3
26511,148,english,BR_TRIP13188_0,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,False,-3,-1,174,0,0,BR,2
26512,148,english,BR_TRIP66376_1,e,ɛ,d,s,BR734,BR731,BR930,BR-participant1,BR-participant5,True,2,1,175,1,0,BR,2
26513,148,english,FR_TRIP66395_1,e,ɛ̃,z,f,FR1626,FR1483,FR1917,FR-participant4,FR-participant3,True,1,1,176,1,0,FR,0
26514,148,english,GL_TRIP1188_1,ɛ,i,g,g,GLO59,GLO133,GLO152,S05M,S04F,True,2,1,177,1,0,GL,4
26515,148,english,GR_TRIP36940_1,øː,ʏ,l,t,GR519,GR587,GR123,GR-participant1,GR-participant6,True,-2,-1,178,1,0,GR,3
26516,148,english,ES_TRIP26597_0,ø:,y:,m,v,ES207,ES150,ES54,ES-participant3,ES-participant2,False,1,1,179,0,0,ES,6
26517,149,english,FR_TRIP26299_1,ø,ɔ,z,b,FR2952,FR3238,FR1230,FR-participant7,FR-participant4,True,1,1,0,1,0,FR,0
26518,149,english,BR_TRIP19669_0,e,i,d,s,BR489,BR451,BR367,BR-participant3,BR-participant4,False,-2,-1,1,0,0,BR,2
26519,149,english,TU_TRIP567_1,i,y,f,z,TU107,TU110,TU219,TU-participant4,TU-participant1,True,2,1,2,1,0,TU,5
26520,149,english,EN_TRIP1471_0,u,ʊ,f,s,EN237,EN73,EN1474,EN-participant6,EN-participant3,False,2,1,3,0,0,EN,1
26521,149,english,GR_TRIP64054_1,yː,iː,b,s,GR279,GR290,GR179,GR-participant4,GR-participant2,True,3,1,4,1,0,GR,3
26522,149,english,ES_TRIP28967_0,y:,ɤ:,s,t,ES192,ES190,ES27,ES-participant3,ES-participant2,False,1,1,5,0,0,ES,6
26523,149,english,BR_TRIP722_1,ũ,u,k,b,BR171,BR0,BR431,BR-participant2,BR-participant4,True,2,1,6,1,0,BR,2
26524,149,english,FR_TRIP17640_0,œ,o,z,f,FR2061,FR1891,FR1602,FR-participant3,FR-participant4,False,3,1,7,0,0,FR,0
26525,149,english,BR_TRIP1940_1,õ,ẽ,m,d,BR92,BR147,BR429,BR-participant2,BR-participant4,True,-1,-1,8,1,0,BR,2
26526,149,english,GR_TRIP17780_0,ʏ,ʊ,f,t,GR511,GR424,GR355,GR-participant3,GR-participant4,False,2,1,9,0,0,GR,3
26527,149,english,GL_TRIP2386_1,ɛ,i,p,p,GLO57,GLO165,GLO39,S07F,S03M,True,1,1,10,1,0,GL,4
26528,149,english,ES_TRIP8664_0,æ:,ø:,l,s,ES70,ES66,ES223,ES-participant2,ES-participant1,False,3,1,11,0,0,ES,6
26529,149,english,EN_TRIP27259_1,æ,ɪ,z,b,EN980,EN959,EN2816,EN-participant4,EN-participant8,True,2,1,12,1,0,EN,1
26530,149,english,BR_TRIP20803_0,õ,ɐ̃,l,s,BR567,BR618,BR666,BR-participant3,BR-participant1,False,-1,-1,13,0,0,BR,2
26531,149,english,FR_TRIP12517_0,e,i,f,f,FR1930,FR2254,FR564,FR-participant3,FR-participant6,False,2,1,14,0,0,FR,0
26532,149,english,EN_TRIP11286_1,æ,ʌ,t,s,EN2297,EN2003,EN1665,EN-participant7,EN-participant1,True,3,1,15,1,0,EN,1
26533,149,english,TU_TRIP8554_1,œ,y,p,t,TU30,TU7,TU146,TU-participant2,TU-participant3,True,1,1,16,1,0,TU,5
26534,149,english,ES_TRIP20895_0,ɤ:,i:,m,v,ES136,ES137,ES328,ES-participant4,ES-participant5,False,-1,-1,17,0,0,ES,6
26535,149,english,GR_TRIP15088_1,ɪ,iː,ɡ,s,GR448,GR437,GR750,GR-participant3,GR-participant5,True,-2,-1,18,1,0,GR,3
26536,149,english,BR_TRIP63498_0,o,ɔ,k,s,BR829,BR826,BR203,BR-participant1,BR-participant2,False,3,1,19,0,0,BR,2
26537,149,english,FR_TRIP84489_0,œ,ø,z,f,FR3954,FR3968,FR3367,FR-participant5,FR-participant7,False,2,1,20,0,0,FR,0
26538,149,english,BR_TRIP58975_1,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,True,-1,-1,21,1,0,BR,2
26539,149,english,GR_TRIP10332_1,ʏ,øː,l,t,GR156,GR251,GR31,GR-participant2,GR-participant6,True,1,1,22,1,0,GR,3
26540,149,english,ES_TRIP18391_0,æ:,y:,m,v,ES355,ES330,ES187,ES-participant5,ES-participant3,False,3,1,23,0,0,ES,6
26541,149,english,EN_TRIP40108_1,ɛ,eɪ,z,b,EN1786,EN1843,EN2802,EN-participant1,EN-participant8,True,2,1,24,1,0,EN,1
26542,149,english,BR_TRIP32829_0,ũ,ẽ,s,t,BR904,BR1051,BR662,BR-participant5,BR-participant1,False,3,1,25,0,0,BR,2
26543,149,english,FR_TRIP2401_1,u,ɔ,f,f,FR1097,FR1034,FR3858,FR-participant2,FR-participant5,True,3,1,26,1,0,FR,0
26544,149,english,TU_TRIP4683_0,y,u,t,s,TU181,TU135,TU223,TU-participant3,TU-participant1,False,1,1,27,0,0,TU,5
26545,149,english,EN_TRIP36499_1,ʌ,ʊ,z,f,EN1514,EN1342,EN367,EN-participant3,EN-participant6,True,2,1,28,1,0,EN,1
26546,149,english,GL_TRIP1291_0,e,i,g,g,GLO137,GLO133,GLO80,S05M,S07F,False,1,1,29,0,0,GL,4
26547,149,english,BR_TRIP58134_0,ɛ,i,f,s,BR732,BR742,BR37,BR-participant1,BR-participant2,False,2,1,30,0,0,BR,2
26548,149,english,GR_TRIP27494_1,yː,aː,f,t,GR597,GR538,GR764,GR-participant1,GR-participant5,True,2,1,31,1,0,GR,3
26549,149,english,BR_TRIP56335_1,ĩ,ẽ,z,b,BR687,BR840,BR60,BR-participant1,BR-participant2,True,1,1,32,1,0,BR,2
26550,149,english,ES_TRIP31426_0,ø:,y:,s,t,ES261,ES264,ES297,ES-participant1,ES-participant5,False,2,1,33,0,0,ES,6
26551,149,english,FR_TRIP38291_1,ɛ̃,ɑ̃,f,f,FR4094,FR4487,FR3486,FR-participant8,FR-participant5,True,2,1,34,1,0,FR,0
26552,149,english,TU_TRIP9186_0,u,ɯ,ʃ,t,TU248,TU229,TU70,TU-participant1,TU-participant4,False,1,1,35,0,0,TU,5
26553,149,english,EN_TRIP12320_1,ʊ,ɪ,z,f,EN2375,EN2530,EN1023,EN-participant5,EN-participant4,True,2,1,36,1,0,EN,1
26554,149,english,BR_TRIP48889_0,i,ĩ,s,k,BR373,BR309,BR992,BR-participant4,BR-participant5,False,2,1,37,0,0,BR,2
26555,149,english,GR_TRIP69259_0,uː,ʊ,f,t,GR728,GR661,GR450,GR-participant5,GR-participant3,False,3,1,38,0,0,GR,3
26556,149,english,EN_TRIP8612_1,ɑ,u,f,s,EN1939,EN2244,EN856,EN-participant7,EN-participant4,True,3,1,39,1,0,EN,1
26557,149,english,BR_TRIP41090_1,ɐ̃,ĩ,z,b,BR232,BR411,BR137,BR-participant4,BR-participant2,True,3,1,40,1,0,BR,2
26558,149,english,FR_TRIP18758_0,ɛ,ɛ̃,z,b,FR1812,FR1962,FR3779,FR-participant3,FR-participant1,False,3,1,41,0,0,FR,0
26559,149,english,TU_TRIP8058_1,ɯ,i,ʃ,t,TU23,TU46,TU86,TU-participant2,TU-participant4,True,1,1,42,1,0,TU,5
26560,149,english,ES_TRIP3223_0,ɤ:,a:,m,v,ES55,ES47,ES112,ES-participant2,ES-participant4,False,2,1,43,0,0,ES,6
26561,149,english,GL_TRIP1309_1,aː,a,g,g,GLO146,GLO127,GLO1,S05M,S02M,True,-1,-1,44,1,0,GL,4
26562,149,english,GR_TRIP36149_0,ʏ,ɪ,f,s,GR566,GR557,GR354,GR-participant1,GR-participant4,False,-2,-1,45,0,0,GR,3
26563,149,english,FR_TRIP50885_0,y,i,z,f,FR327,FR56,FR4332,FR-participant6,FR-participant8,False,3,1,46,0,0,FR,0
26564,149,english,GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,1,47,1,0,GR,3
26565,149,english,BR_TRIP11858_1,ɐ̃,ũ,k,b,BR478,BR521,BR790,BR-participant3,BR-participant1,True,3,1,48,1,0,BR,2
26566,149,english,TU_TRIP3244_0,y,ɯ,d,ʃ,TU158,TU132,TU239,TU-participant3,TU-participant1,False,2,1,49,0,0,TU,5
26567,149,english,ES_TRIP21197_0,i:,y:,m,v,ES113,ES114,ES353,ES-participant4,ES-participant5,False,-1,-1,50,0,0,ES,6
26568,149,english,GL_TRIP1510_0,e,ɛ,f,f,GLO33,GLO143,GLO55,S04F,S03M,False,3,1,51,0,0,GL,4
26569,149,english,BR_TRIP31222_0,ũ,ĩ,f,s,BR896,BR969,BR674,BR-participant5,BR-participant1,False,3,1,52,0,0,BR,2
26570,149,english,FR_TRIP50922_1,ɑ̃,ɔ̃,z,f,FR456,FR83,FR1860,FR-participant6,FR-participant3,True,-1,-1,53,1,0,FR,0
26571,149,english,BR_TRIP36649_1,õ,ɔ,k,f,BR271,BR340,BR977,BR-participant4,BR-participant5,True,-2,-1,54,1,0,BR,2
26572,149,english,ES_TRIP8699_1,æ:,ɤ:,l,s,ES34,ES31,ES103,ES-participant2,ES-participant4,True,3,1,55,1,0,ES,6
26573,149,english,FR_TRIP12609_1,ɔ,o,f,f,FR2004,FR2192,FR2668,FR-participant3,FR-participant1,True,-2,-1,56,1,0,FR,0
26574,149,english,GR_TRIP79555_0,ʏ,aː,b,s,GR713,GR706,GR428,GR-participant5,GR-participant3,False,3,1,57,0,0,GR,3
26575,149,english,BR_TRIP2523_1,ẽ,ɐ̃,t,t,BR57,BR3,BR257,BR-participant2,BR-participant4,True,-3,-1,58,1,0,BR,2
26576,149,english,EN_TRIP17203_0,i,ɪ,z,b,EN2864,EN2979,EN811,EN-participant8,EN-participant4,False,3,1,59,0,0,EN,1
26577,149,english,ES_TRIP29363_1,æ:,a:,s,t,ES193,ES158,ES313,ES-participant3,ES-participant5,True,1,1,60,1,0,ES,6
26578,149,english,GR_TRIP46239_0,ʏ,iː,f,s,GR29,GR38,GR548,GR-participant6,GR-participant1,False,2,1,61,0,0,GR,3
26579,149,english,TU_TRIP3350_0,u,i,f,z,TU134,TU151,TU59,TU-participant3,TU-participant2,False,2,1,62,0,0,TU,5
26580,149,english,GR_TRIP25448_0,øː,yː,l,t,GR454,GR493,GR55,GR-participant3,GR-participant6,False,1,1,63,0,0,GR,3
26581,149,english,EN_TRIP17517_1,ʌ,ɑ,z,f,EN2674,EN2723,EN459,EN-participant8,EN-participant2,True,1,1,64,1,0,EN,1
26582,149,english,FR_TRIP56868_0,ɛ,e,f,f,FR1206,FR1685,FR2928,FR-participant4,FR-participant7,False,-2,-1,65,0,0,FR,0
26583,149,english,BR_TRIP64729_1,a,ɐ̃,k,s,BR743,BR761,BR922,BR-participant1,BR-participant5,True,3,1,66,1,0,BR,2
26584,149,english,BR_TRIP45334_1,u,o,k,s,BR349,BR221,BR910,BR-participant4,BR-participant5,True,-2,-1,67,1,0,BR,2
26585,149,english,ES_TRIP8751_1,æ:,i:,l,s,ES22,ES32,ES199,ES-participant2,ES-participant3,True,3,1,68,1,0,ES,6
26586,149,english,ES_TRIP31588_0,ɤ:,ø:,s,t,ES226,ES261,ES298,ES-participant1,ES-participant5,False,2,1,69,0,0,ES,6
26587,149,english,BR_TRIP49015_1,õ,ĩ,l,g,BR851,BR689,BR973,BR-participant1,BR-participant5,True,3,1,70,1,0,BR,2
26588,149,english,GR_TRIP71750_1,yː,ʏ,f,t,GR764,GR694,GR221,GR-participant5,GR-participant2,True,2,1,71,1,0,GR,3
26589,149,english,GL_TRIP150_0,ɔ,o,p,p,GLO132,GLO32,GLO30,S03M,S01F,False,2,1,72,0,0,GL,4
26590,149,english,FR_TRIP49305_0,ɔ,œ,z,b,FR37,FR178,FR4004,FR-participant6,FR-participant8,False,2,1,73,0,0,FR,0
26591,149,english,EN_TRIP12256_0,æ,ɑ,z,f,EN2310,EN2414,EN983,EN-participant5,EN-participant4,False,3,1,74,0,0,EN,1
26592,149,english,BR_TRIP43304_0,ɛ,e,d,s,BR364,BR283,BR861,BR-participant4,BR-participant5,False,2,1,75,0,0,BR,2
26593,149,english,TU_TRIP11304_0,œ,ɯ,t,s,TU217,TU228,TU74,TU-participant1,TU-participant4,False,2,1,76,0,0,TU,5
26594,149,english,FR_TRIP65023_0,ɛ̃,e,z,b,FR1480,FR1623,FR4203,FR-participant4,FR-participant8,False,3,1,77,0,0,FR,0
26595,149,english,BR_TRIP8447_1,õ,ũ,s,t,BR91,BR28,BR428,BR-participant2,BR-participant4,True,2,1,78,1,0,BR,2
26596,149,english,GR_TRIP72609_0,øː,ʏ,ts,k,GR761,GR670,GR524,GR-participant5,GR-participant1,False,1,1,79,0,0,GR,3
26597,149,english,GR_TRIP12279_0,yː,øː,ts,k,GR138,GR256,GR284,GR-participant2,GR-participant4,False,-2,-1,80,0,0,GR,3
26598,149,english,ES_TRIP10332_1,i:,y:,s,t,ES299,ES312,ES86,ES-participant5,ES-participant4,True,3,1,81,1,0,ES,6
26599,149,english,ES_TRIP33245_0,ɤ:,y:,l,s,ES232,ES234,ES67,ES-participant1,ES-participant2,False,2,1,82,0,0,ES,6
26600,149,english,ES_TRIP7712_0,ɤ:,æ:,l,s,ES31,ES34,ES268,ES-participant2,ES-participant1,False,3,1,83,0,0,ES,6
26601,149,english,BR_TRIP24457_1,i,ɛ,t,t,BR1055,BR860,BR795,BR-participant5,BR-participant1,True,3,1,84,1,0,BR,2
26602,149,english,ES_TRIP4329_1,æ:,y:,m,v,ES46,ES45,ES82,ES-participant2,ES-participant4,True,-2,-1,85,1,0,ES,6
26603,149,english,BR_TRIP41881_1,ĩ,ẽ,z,b,BR304,BR256,BR60,BR-participant4,BR-participant2,True,2,1,86,1,0,BR,2
26604,149,english,EN_TRIP2212_0,ɑ,ʌ,b,f,EN133,EN362,EN1437,EN-participant6,EN-participant3,False,2,1,87,0,0,EN,1
26605,149,english,GR_TRIP37873_1,yː,iː,b,s,GR550,GR628,GR40,GR-participant1,GR-participant6,True,-1,-1,88,1,0,GR,3
26606,149,english,GR_TRIP49858_1,ʏ,ʊ,f,t,GR116,GR92,GR586,GR-participant6,GR-participant1,True,-2,-1,89,1,0,GR,3
26607,149,english,GR_TRIP61763_0,ʏ,iː,f,s,GR326,GR292,GR510,GR-participant4,GR-participant3,False,3,1,90,0,0,GR,3
26608,149,english,FR_TRIP81996_1,ɛ̃,ɛ,z,b,FR3470,FR3779,FR1962,FR-participant5,FR-participant3,True,1,1,91,1,0,FR,0
26609,149,english,FR_TRIP57090_0,œ,o,f,f,FR1615,FR1657,FR2074,FR-participant4,FR-participant3,False,2,1,92,0,0,FR,0
26610,149,english,TU_TRIP11024_1,u,y,t,s,TU203,TU236,TU100,TU-participant1,TU-participant4,True,-2,-1,93,1,0,TU,5
26611,149,english,EN_TRIP22185_1,æ,ɪ,z,b,EN532,EN717,EN2307,EN-participant2,EN-participant5,True,-3,-1,94,1,0,EN,1
26612,149,english,EN_TRIP27338_1,ʊ,u,z,b,EN1020,EN1144,EN2924,EN-participant4,EN-participant8,True,-3,-1,95,1,0,EN,1
26613,149,english,BR_TRIP16155_1,u,ũ,m,d,BR614,BR570,BR783,BR-participant3,BR-participant1,True,-2,-1,96,1,0,BR,2
26614,149,english,ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,3,1,97,0,0,ES,6
26615,149,english,BR_TRIP23148_1,a,ɐ̃,t,t,BR925,BR915,BR314,BR-participant5,BR-participant4,True,3,1,98,1,0,BR,2
26616,149,english,ES_TRIP11930_0,ø:,y:,l,s,ES291,ES318,ES195,ES-participant5,ES-participant3,False,2,1,99,0,0,ES,6
26617,149,english,TU_TRIP2053_0,u,i,ʃ,t,TU70,TU78,TU35,TU-participant4,TU-participant2,False,2,1,100,0,0,TU,5
26618,149,english,BR_TRIP36215_1,o,ɔ,z,f,BR222,BR214,BR607,BR-participant4,BR-participant3,True,3,1,101,1,0,BR,2
26619,149,english,BR_TRIP31489_1,e,ĩ,s,p,BR865,BR970,BR320,BR-participant5,BR-participant4,True,3,1,102,1,0,BR,2
26620,149,english,TU_TRIP8137_0,ɯ,u,ʃ,t,TU11,TU29,TU117,TU-participant2,TU-participant4,False,3,1,103,0,0,TU,5
26621,149,english,EN_TRIP7396_0,ɛ,eɪ,z,f,EN2088,EN1953,EN400,EN-participant7,EN-participant2,False,3,1,104,0,0,EN,1
26622,149,english,BR_TRIP62841_0,ɔ,õ,k,s,BR715,BR697,BR526,BR-participant1,BR-participant3,False,3,1,105,0,0,BR,2
26623,149,english,TU_TRIP6672_1,i,y,t,s,TU45,TU48,TU77,TU-participant2,TU-participant4,True,3,1,106,1,0,TU,5
26624,149,english,ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,-1,-1,107,1,0,ES,6
26625,149,english,EN_TRIP8682_0,ɪ,ʊ,f,s,EN1991,EN2269,EN1763,EN-participant7,EN-participant1,False,3,1,108,0,0,EN,1
26626,149,english,BR_TRIP19672_0,e,i,d,s,BR489,BR451,BR814,BR-participant3,BR-participant1,False,3,1,109,0,0,BR,2
26627,149,english,GL_TRIP2400_1,a,aː,p,p,GLO113,GLO34,GLO96,S07F,S03M,True,-2,-1,110,1,0,GL,4
26628,149,english,ES_TRIP12840_1,i:,æ:,l,s,ES305,ES307,ES221,ES-participant5,ES-participant1,True,3,1,111,1,0,ES,6
26629,149,english,EN_TRIP7528_1,i,ɪ,z,f,EN2215,EN2197,EN634,EN-participant7,EN-participant2,True,3,1,112,1,0,EN,1
26630,149,english,BR_TRIP9774_0,i,ĩ,f,s,BR47,BR151,BR742,BR-participant2,BR-participant1,False,2,1,113,0,0,BR,2
26631,149,english,BR_TRIP40731_1,ũ,ɐ̃,m,d,BR277,BR296,BR520,BR-participant4,BR-participant3,True,-3,-1,114,1,0,BR,2
26632,149,english,GL_TRIP104_0,i,ɛ,p,p,GLO78,GLO39,GLO25,S03M,S04F,False,3,1,115,0,0,GL,4
26633,149,english,BR_TRIP16676_0,õ,ɐ̃,m,d,BR569,BR543,BR429,BR-participant3,BR-participant4,False,-1,-1,116,0,0,BR,2
26634,149,english,FR_TRIP19239_0,ɔ,ø,z,b,FR2216,FR1831,FR37,FR-participant3,FR-participant6,False,2,1,117,0,0,FR,0
26635,149,english,GR_TRIP47926_1,ɪ,iː,f,t,GR12,GR35,GR187,GR-participant6,GR-participant2,True,2,1,118,1,0,GR,3
26636,149,english,ES_TRIP22154_1,ø:,ɤ:,s,t,ES84,ES118,ES60,ES-participant4,ES-participant2,True,-1,-1,119,1,0,ES,6
26637,149,english,BR_TRIP46517_0,ɐ̃,ĩ,s,t,BR251,BR265,BR139,BR-participant4,BR-participant2,False,2,1,120,0,0,BR,2
26638,149,english,FR_TRIP69934_1,e,i,z,f,FR3460,FR3827,FR868,FR-participant1,FR-participant2,True,-2,-1,121,1,0,FR,0
26639,149,english,EN_TRIP2885_1,æ,ɑ,z,b,EN261,EN135,EN1450,EN-participant6,EN-participant3,True,2,1,122,1,0,EN,1
26640,149,english,FR_TRIP76467_0,i,y,f,f,FR3870,FR3910,FR684,FR-participant5,FR-participant2,False,3,1,123,0,0,FR,0
26641,149,english,FR_TRIP82012_1,o,ɔ,z,b,FR3528,FR3433,FR3256,FR-participant5,FR-participant7,True,2,1,124,1,0,FR,0
26642,149,english,BR_TRIP20788_0,ẽ,ɐ̃,l,s,BR546,BR541,BR769,BR-participant3,BR-participant1,False,3,1,125,0,0,BR,2
26643,149,english,FR_TRIP49307_1,ɔ,œ,z,b,FR37,FR182,FR1018,FR-participant6,FR-participant2,True,3,1,126,1,0,FR,0
26644,149,english,GR_TRIP59331_0,yː,aː,f,t,GR295,GR316,GR441,GR-participant4,GR-participant3,False,3,1,127,0,0,GR,3
26645,149,english,FR_TRIP54809_1,ɛ̃,e,f,f,FR126,FR564,FR3111,FR-participant6,FR-participant7,True,2,1,128,1,0,FR,0
26646,149,english,TU_TRIP7107_0,ɯ,i,t,s,TU53,TU45,TU160,TU-participant2,TU-participant3,False,1,1,129,0,0,TU,5
26647,149,english,FR_TRIP35207_1,ɔ̃,ɑ̃,z,b,FR4247,FR4271,FR2382,FR-participant8,FR-participant1,True,3,1,130,1,0,FR,0
26648,149,english,EN_TRIP40165_0,u,ɑ,z,b,EN1863,EN1639,EN2753,EN-participant1,EN-participant8,False,3,1,131,0,0,EN,1
26649,149,english,ES_TRIP30135_1,ɤ:,a:,l,s,ES160,ES164,ES292,ES-participant3,ES-participant5,True,3,1,132,1,0,ES,6
